id,slug,shortDescription,latitude,longitude,locationAccuracy,address,county,country,operator,name,classifications,icon,operational,permittedInstallationLicenseIssued,firstImportedAt,lastImportedAt
"1144","4385-genetica-el-bardal-sa","Granja de porcina y cerdas en Burgos","42.074303","-3.595475","Coordinates","5, Mecerreyes, 09346, Burgos, España","Burgos","Castilla y León","Genética El Bardal, S.a.","Genética El Bardal, S.a.","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2342","3771-agotzaina-tordomar","Granja de avícola en Burgos","42.054286","-3.869456","Coordinates","Valleval S/n, Tordomar, 09341, Tordómar, Burgos, España","Burgos","Castilla y León","Agotzaina, S.l.","Agotzaina - Tordomar","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1738","5562-avicola-la-colina-sl","Granja de avícola en Guadalajara","40.334","-3.1167","Coordinates","Ctra Perales - Albares, Km. 67,50. Mondejar 19.110 (guadalajara), Mondejar, 19110, Mondéjar, Guadalajara, España","Guadalajara","Castilla-La Mancha","Avicola La Colina, S.l.","Avicola La Colina, S.l.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2341","2690-agotzaina-iscar","Granja de avícola en Valladolid","41.15377","-4.91278","Coordinates","Villaverde, Iscar, 47420, íscar, Valladolid, España","Valladolid","Castilla y León","Agotzaina, S.l.","Agotzaina – íscar","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1333","1783-granja-dos-hermanas-etxarren","Granja de porcina y cerdas en Navarra","42.92788","-1.84673","Coordinates","Carretera  Madoz, Etxarren, 31868, Arakil, Navarra, España","Navarra","Navarra","Granja  Dos  Hermanas, S.a.","Granja Dos Hermanas-etxarren","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2379","11183-granja-rodriguez-serrano-sl","Granja de avícola en Salamanca","40.8244","-5.4812","Coordinates","60-66-67-71-72-140, Del Polígono 504,, 37800, Alba De Tormes, Salamanca, España","Salamanca","Castilla y León","Granja Rodríguez Serrano, S.l.","Granja Rodríguez Serrano, S.l.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1779","6361-cortijo-santa-catalina","Granja de porcina y cerdas en Granada","37.130938","-3.762632","Coordinates","Santa Catalina, 18329, Chimeneas, Granada, España","Granada","Andalucía","Salvater 94, S.l.","Cortijo Santa Catalina","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1392","2653-huevos-alto-turia","Granja de avícola en Valencia","39.775561","-1.051361","Coordinates","Partida La Navaza, 46177, Tuéjar, Valencia/valència, España","Valencia","Comunidad Valenciana","Huevos Alto Turia, S.a.","Huevos Alto Turia","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2657","5570-agricola-ganadera-hermanos-lopez-sl-aai-to-130","Granja de porcina en Toledo","39.834","-5.0518","Coordinates","Pol 14; Parc 107 Paraje Chozuelas. Calera Y Chozas  45.595 (toledo), Calera Y Chozas, 45600, Toledo, España","Toledo","Castilla-La Mancha","Agrícola Ganadera Hermanos López S.l.","Agrícola Ganadera Hermanos López S.l. (aai-to-130)","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1301","10532-finca-millan","Granja de porcina y cerdas en Granada","37.844","-2.303","Coordinates","Millán,, Puebla De Don Fadrique, 18820, Granada, España","Granada","Andalucía","Cefu, S.a.","Finca Millán","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2445","11389-navales-sl","Granja de porcina en Valladolid","41.5342","-4.28627","Coordinates","4, Parcela 97, Cogeces Del Monte, 47313, Valladolid, España","Valladolid","Castilla y León","Navales, S.l.","Navales, S.l.","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3063","7074-avramar-espana-acuicultura-sl","Granja de peces y crustáceos en Alicante","38.510052","-0.215725","Coordinates","Barberes, Villajoyosa / Vila Joiosa (la), 03570, Villajoyosa/vila Joiosa, La, Alicante/alacant, España","Alicante","Comunidad Valenciana","Avramar España Acuicultura, S.l.","Avramar España Acuicultura, S.l.","Acuicultura","https://granjastransparentes.es/images/animals/fish.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2769","2677-guiporsa-marines","Granja de porcina y cerdas en Valencia","39.677289","-0.559989","Coordinates","Carrera Acceso A La Base Militar, 46163, Marines, Valencia/valència, España","Valencia","Comunidad Valenciana","Guiporsa, S.l.","Guiporsa - Marines","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1177","1022-granja-avicola-marchamalo","Granja de avícola en Guadalajara","40.6714","-3.2203","Coordinates","Carretera De Usanos, S/n. Marchamalo 19180 (guadalajara), Marchamalo, 19171, Guadalajara, España","Guadalajara","Castilla-La Mancha","Dagu, S.a.","Granja Avícola Marchamalo","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1661","8493-asturiana-de-avicultura-granja-san-cucao","Granja de avícola en Asturias","43.431232","-5.882959","Coordinates","Los Gafares, San Cucao, 33425, Llanera, Asturias, España","Asturias","","Desarrollos Avícolas De Asturias, S.l.","Asturiana De Avicultura. Granja San Cucao","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1590","420-granja-terragrisa","Granja de porcina en Barcelona","41.996311","2.237804","Coordinates","Granja Terragrisa, 08508, Masies De Voltregà, Les, Barcelona, España","Barcelona","Cataluña","Granges Terragrisa, S.l.u.","Granja Terragrisa","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"675","5484-granja-fontanales","Granja de avícola en Las Palmas","28.053329","-15.605757","Coordinates","Camino El Brezal, Fontanales, 35420, Moya, Palmas (las), España","Las Palmas","Canarias","Fulgencio González Montesdeoca","Granja Fontanales","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2810","10882-explotacion-avicola-valverdon","Granja de avícola en Salamanca","41.051009","-5.764455","Coordinates","501 Parcela 10116, Valverdon, 37115, Valverdón, Salamanca, España","Salamanca","Castilla y León","Lohmann Breeders Spain, S.l.","Explotación Avicola Valverdón","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2343","8235-agotzaina-naveros-de-pisuerga","Granja de avícola en Palencia","42.473414","-4.26575","Coordinates","612, Naveros De Pisuerga, 34400, Herrera De Pisuerga, Palencia, España","Palencia","Castilla y León","Agotzaina, S.l.","Agotzaina - Naveros De Pisuerga","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1185","7246-granjas-segura-sa","Granja de avícola en Guadalajara","40.2873","-2.9672","Coordinates","Paraje ""la Hermita"". Pol. 13, Parc. 258. Almoguera 19.115 (guadalajara), Almoguera, 19115, Guadalajara, España","Guadalajara","Castilla-La Mancha","Granjas Segura, S.a.","Granjas Segura S.a.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1646","6763-granja-bascones-del-agua","Granja de porcina y cerdas en Burgos","42.031763","-3.676493","Coordinates","23, Bascones Del Agua, 09347, Quintanilla Del Agua Y Tordueles, Burgos, España","Burgos","Castilla y León","Esencia De Tierra De Montorio, S.l.","Granja Bascones Del Agua","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2500","10358-deporcyl-granja-de-guardo","Granja de porcina en Palencia","42.76989","-4.828132","Coordinates","1 Parcela 100, Guardo, 34880, Palencia, España","Palencia","Castilla y León","Desarrollos Porcinos De Castilla Y León, S.l.","Deporcyl - Granja De Guardo","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3156","2052-avicolas-de-tejina-sl","Granja de avícola en Santa Cruz de Tenerife","28.520957","-16.364232","Coordinates","Alcalde Juan Hernández, Tejina, 38260, San Cristóbal De La Laguna, Santa Cruz De Tenerife, España","Santa Cruz de Tenerife","Canarias","Avícolas De Tejina, S.l.","Avícolas De Tejina, S.l.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1269","62-porcisan-sa-los-propios","Granja de porcina y cerdas en Almería","37.3881","-1.8787","Coordinates","Los Propios, Saltador (el), 04600, Huércal-overa, Almería, España","Almería","Andalucía","Porcisan, S.a.","Porcisan Sa - Los Propios","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1393","2673-avicola-llombay-catadau","Granja de avícola en Valencia","39.245641","-0.570713","Coordinates","Partida Lloma La Figuera. Poligono 4-parc. 90,94,165,166,170,172, 46196, Catadau, Valencia/valència, España","Valencia","Comunidad Valenciana","Avícola Llombay, S.a.","Avícola Llombay-catadau","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1575","11416-el-cierzo-ganadera-sl","Granja de porcina y cerdas en Teruel","40.95","-0.36","Coordinates","Poligono 4, Parcelas 103, 127, 128 Y 130, Alcorisa, 44550, Teruel, España","Teruel","Aragón","El Cierzo Ganadera","El Cierzo Ganadera, Sl","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3241","6521-avicola-benigno-aspuru-sl","Granja de avícola en Vizcaya","43.277714","-2.776896","Coordinates","Astoreka, Larrabetzu, 48195, Vizcaya, España","Vizcaya","País Vasco","Avícola Benigno Aspuru S.l.","Avícola Benigno Aspuru S.l.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3605","8120-explotacion-porcina-ponte-coiros","Granja de porcina y cerdas en La Coruña","43.25193","-8.16348","Coordinates","De Anta, Anta, 15316, Coirós, Coruña (a), España","La Coruña","","Cooperativa A Ponte Sdad Coop Galega","Explotación Porcina Ponte Coirós","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1224","5667-granja-piensos-del-segre","Granja de porcina y cerdas en Lleida","41.716197","0.657429","Coordinates","Finca De Corregó, 25134, Portella, La, Lleida, España","Lleida","Catalunya","Piensos Del Segre, S.a.","Granja Piensos Del Segre","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1278","5643-cefu-sa","Granja de porcina en Toledo","39.9654","-4.2605","Coordinates","Finca Quinto Del Encinar, S/n.  Santa Cruz De Retamar  45.513  (toledo), Santa Cruz Del Retamar, 45513, Toledo, España","Toledo","Castilla-La Mancha","Cefu, S.a.","Cefu, S.a.","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2988","11041-viters-familia-sl-portillo-de-soria","Granja de porcina y cerdas en Soria","41.62398","-2.12249","Coordinates","1, Parcela 20151,, Portillo De Soria, 42136, Soria, España","Soria","Castilla y León","Viters Familia, S.l.","Viters Familia, S.l.- Portillo De Soria","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1450","7887-nilasa-sa-el-soto-ii","Granja de porcina en Ávila","41.008489","-4.686792","Coordinates","8 ( Paraje ""la Navilla""), Espinosa De Los Caballeros, 05296, ávila, España","Ávila","Castilla y León","Nilasa","Nilasa, S.a (el Soto Ii)","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1173","7201-granja-avicola-fuentelahiguera","Granja de avícola en Guadalajara","40.75054","-3.34196","Coordinates","Parcelas 26 Y 37 Polígono 11 Fuentelahiguera De Albatages (guadalajara), Fuentelahiguera De Albatages, 19080, Guadalajara, España","Guadalajara","Castilla-La Mancha","Dagu, S.a.","Granja Avícola Fuentelahiguera","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3256","10586-explotaciones-ganaderas-la-jedrea-sl","Granja de avícola en Valencia","39.489027","-1.099337","Coordinates","Pol. 41, Requena, 46340, Valencia/valència, España","Valencia","Comunidad Valenciana","Explotaciones Ganaderas La Jedrea, Sl","Explotaciones Ganaderas La Jedrea, Sl","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2479","8123-granja-porcina-el-abelar-i","Granja de porcina en La Coruña","43.21947","-8.298497","Coordinates","Lugar Finca El ""abelar I"" (vizoño), Borducedo Pequeño, 15318, Abegondo, Coruña (a), España","La Coruña","","Pigarcre, Sl","Granja Porcina El Abelar I","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1798","10858-avicola-del-molino-s-l","Granja de avícola en Guadalajara","40.7736","-2.8321","Coordinates","Paraje Chaparal Del Pozo. Km 3,9 Crrtra. Comarcal Cm_2005, Villaviciosa De Tajuña, 19400, Brihuega, Guadalajara, España","Guadalajara","Castilla-La Mancha","Avicola Del Molino S.l.","Avicola Del Molino, S. L.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1277","6332-explotacion-porcina-finca-dehesa-del-rey","Granja de porcina y cerdas en Granada","37.717289","-2.649985","Coordinates","Dehesa Del Rey, 18818, Castilléjar, Granada, España","Granada","Andalucía","Cefu, S.a.","Explotación Porcina Finca Dehesa Del Rey","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3160","7203-avicola-barco-sl","Granja de avícola en Guadalajara","40.5368","-3.1636","Coordinates","1  Parcela 397, Fontanar, 19290, Guadalajara, España","Guadalajara","Castilla-La Mancha","Avicola Barco S.l.","Avícola Barco S.l.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1280","1718-granja-casa-sabas","Granja de porcina en Albacete","38.3574","-1.5517","Coordinates","Paraje Sasa Sabas, S/n. Hellín  02.001 (albacete), Hellin, 02400, Hellín, Albacete, España","Albacete","Castilla-La Mancha","Cefu, S.a.","Granja Casa Sabas","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"104","8683-mariano-vazquez-de-prada-najera","Granja de porcina y cerdas en Valladolid","41.780278","-4.309444","Coordinates","Monte Mata, Villanueva De Los Caballeros, 47850, Valladolid, España","Valladolid","Castilla y León","Mariano Vázquez De Prada Nájera","Mariano Vázquez De Prada Nájera","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1279","5988-cefu-sa-finca-pino-grande","Granja de porcina en Granada","37.300608","-3.133338","Coordinates","Pino Grande, 18500, Guadix, Granada, España","Granada","Andalucía","Cefu, S.a.","Cefu S.a. - Finca Pino Grande","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2451","9025-castellana-de-porcino-san-nicolas","Granja de porcina y cerdas en Salamanca","41.012953","-5.424617","Coordinates","505, Villoruela, 37338, Salamanca, España","Salamanca","Castilla y León","Castellana De Porcino, S.l.","Castellana De Porcino - San Nicolás","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2805","7684-marcopolo-comercio-granja-olmedo","Granja de avícola en Valladolid","41.300244","-4.658117","Coordinates","6, Olmedo, 47410, Valladolid, España","Valladolid","Castilla y León","Marcopolo Comercio, S. L.","Marcopolo Comercio - Granja Olmedo","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3061","11306-avramar-espana-acuicultura-sl","Granja de peces y crustáceos en Alicante","38.43101","-0.38762","Coordinates","De Calpe, Calpe, 03710, Calp, Alicante/alacant, España","Alicante","Comunidad Valenciana","Avramar España Acuicultura, S.l.","Avramar España Acuicultura, S.l.","Acuicultura","https://granjastransparentes.es/images/animals/fish.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1329","1770-granja-villanueva-sa-cuatro-caminos","Granja de porcina y cerdas en Navarra","42.600545","-1.787252","Coordinates","Mendigorría, Artajona, 31140, Navarra, España","Navarra","Navarra","Granja Villanueva, S.a.","Granja Villanueva, S.a.-cuatro Caminos","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2806","7701-granja-alava-sl","Granja de avícola en Valladolid","41.510833","-4.905331","Coordinates","3, San Miguel Del Pino, 47132, Valladolid, España","Valladolid","Castilla y León","Granja álava, S.l.","Granja álava, S.l.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1691","733-granja-villaseca-sl","Granja de avícola en Córdoba","37.782927","-5.009822","Coordinates","Villaseca, 14720, Almodóvar Del Río, Córdoba, España","Córdoba","Andalucía","Granja Villaseca, S.l","Granja Villaseca, S.l","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2398","3796-inversiones-jofer-sl-finca-turra","Granja de porcina y cerdas en Salamanca","40.862439","-5.754015","Coordinates","Vecinos,, Turra, 37183, Mozárbez, Salamanca, España","Salamanca","Castilla y León","Inversiones Jofer, S.l.","Inversiones Jofer, S.l.- Finca Turra","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1570","8498-explotacion-porcina-el-berrocal","Granja de porcina y cerdas en Badajoz","38.851314","-6.357307","Coordinates","Finca El Berrocal. Parcela 21 Del Polígono 48, Merida, 06800, Mérida, Badajoz, España","Badajoz","Extremadura","Explotaciones Porcinas El Berrocal, S.l.","Explotación Porcina El Berrocal","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2801","4560-marcopolo-comercio-melgar-de-fernamental","Granja de avícola en Burgos","42.436517","-4.29875","Coordinates","Nal-120, Finca Mojon Alto, Melgar De Fernamental, 09100, Burgos, España","Burgos","Castilla y León","Marcopolo Comercio, S. L.","Marcopolo Comercio - Melgar De Fernamental","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1502","6855-piagua","Granja de peces y crustáceos en Almería","36.81605","-2.535924","Coordinates","Puerto Pesquero, Almeria, 04002, Almería, España","Almería","Andalucía","Piagua, S.l.u.","Piagua","Acuicultura","https://granjastransparentes.es/images/animals/fish.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2134","5675-granja-serentill","Granja de porcina y cerdas en Lleida","41.494159","0.408107","Coordinates","Pda. Montfred I Pda. Terraplé, 25182, Aitona, Lleida, España","Lleida","Catalunya","Agrícola Ramadera Serentill, Sl","Granja Serentill","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1174","5635-dagu-sa","Granja de avícola en Guadalajara","40.5787","-3.2245","Coordinates","Camino Campo De Tiro. Granja Los Rosales. Chiloeches  19.160 (guadalajara), Chiloeches, 19005, Guadalajara, España","Guadalajara","Castilla-La Mancha","Dagu, S.a.","Dagu, S.a.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1414","11474-san-jorge","Granja de porcina y cerdas en Zaragoza","41.73238","-1.309218","Coordinates","Polígono 104, Parcela, Pedrola, 50690, Zaragoza, España","Zaragoza","Aragón","Cerdos Del Jalon, S.a.u.","San Jorge","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3429","1212-granja-porcino-ortillo-granja-los-vidales","Granja de porcina en Murcia","37.72","-1.85","Coordinates","El Llano De Los Coroneles, Dip. Ortillo  30811  Lorca, Parroquia De La Fuensanta, 30811, Lorca, Murcia, España","Murcia","Región de Murcia","José, Domingo Y Miguel Angel Moreno Sánchez","Granja Porcino Ortillo (granja Los Vidales)","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1302","2594-juan-jimenez-garcia-sa","Granja de porcina y cerdas en Valencia","39.339367","-1.279232","Coordinates","Finca ""el Saladar"" Polg. 112 Parc 54 Y 56, Polg.114 Parc 110, Polg 116 Parc 62, 46340, Requena, Valencia/valència, España","Valencia","Comunidad Valenciana","Juan Jimenez García, Sa","Juan Jimenez García, Sa","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1172","7204-avicu-sa-molina-de-aragon","Granja de avícola en Guadalajara","40.8288","-1.8449","Coordinates","Ctra. N-211, Km. 63,600. Molina De Aragón 19.300 (guadalajara), Molina, 19005, Molina De Aragón, Guadalajara, España","Guadalajara","Castilla-La Mancha","Avicu, S.a.","Avicu S.a. - Molina De Aragón","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1391","7267-frajuelas-sa","Granja de porcina en Toledo","39.8164","-4.0286","Coordinates","Paraje El Tributillo, Yunclillos, 45600, Toledo, España","Toledo","Castilla-La Mancha","Frajuelas, S.a.","Frajuelas, S.a.","GranjaPorcinaIntensiva","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1458","7260-explotacion-porcina-monte-de-belen-exporinsa","Granja de porcina y cerdas en Cuenca","39.6677","-2.7726","Coordinates","Osa De La Vega A Hontanaya, Osa De La Vega, 16423, Cuenca, España","Cuenca","Castilla-La Mancha","Explotación Porcina Integral, S.a.","Explotación Porcina Monte De Belen (exporinsa)","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1389","5634-explotaciones-avicola-jose-luis-redondo-sa","Granja de avícola en Guadalajara","40.8639","-3.1336","Coordinates","Cerezo De Mohernando (guadalajara), Cerezo De Mohernando, 19005, Humanes, Guadalajara, España","Guadalajara","Castilla-La Mancha","Explotaciones Avícola Jose Luis Redondo, S.a.","Explotaciones Avícola Jose Luis Redondo, S.a.","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1592","494-granja-la-miranda","Granja de porcina y cerdas en Barcelona","41.97533","2.112895","Coordinates","Camp Dels Corbs, 08518, Oristà, Barcelona, España","Barcelona","Cataluña","Granges Terragrisa, S.l.u.","Granja La Miranda","GranjaPorcinaIntensivaDeCerdas","https://granjastransparentes.es/images/animals/pig.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"2531","2342-granja-los-alamos","Granja de avícola en Sevilla","37.288792","-5.384345","Coordinates","Los Pinos (pago Del Alcornocal). Finca Los Alamos (pago Del Alcornocal)., 41620, Marchena, Sevilla, España","Sevilla","Andalucía","álvarez Camacho, S.l.","Granja Los álamos","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"3727","6533-larrabe-oilotegia","Granja de avícola en Vizcaya","43.293223","-2.79316","Coordinates","Elejalde, 48113, Gamiz-fika, Vizcaya, España","Vizcaya","País Vasco","Larrabe Oilotegia Sat Nº 130, S.a.t.","Larrabe Oilotegia","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
"1145","11367-reproductoras-01-alcolea-de-tajo","Granja de avícola en Toledo","39.817","-5.174","Coordinates","Pol 101/ Parcela 141, 178 Y 160/, 45571, Alcolea De Tajo, Toledo, España","Toledo","Castilla-La Mancha","Ibergallus S.a","Reproductoras 01. Alcolea De Tajo","GranjaAvícolaIntensiva","https://granjastransparentes.es/images/animals/poultry.png","1","","2024-03-01T00:00:00.000000Z","2024-03-01T00:00:00.000000Z"
